title,uri,year,note,director_name
Loverboy: Notorious,https://www.imdb.com/title/tt6662996/?ref_=nm_flmg_dr_75,1987,(Music Video short),David Fincher
Mark Knopfler & Willy DeVille: Storybook Love,https://www.imdb.com/title/tt6663138/?ref_=nm_flmg_dr_76,1987,(Music Video short),David Fincher
The Hooters: Johnny B,https://www.imdb.com/title/tt6663098/?ref_=nm_flmg_dr_77,1987,(Music Video short),David Fincher
Patty Smyth: Downtown Train,https://www.imdb.com/title/tt6663132/?ref_=nm_flmg_dr_78,1987,(Music Video short),David Fincher
Eddie Money: Endless Nights,https://www.imdb.com/title/tt6663128/?ref_=nm_flmg_dr_79,1987,(Music Video short),David Fincher
Wire Train: She Comes On,https://www.imdb.com/title/tt6663124/?ref_=nm_flmg_dr_80,1987,(Music Video short),David Fincher
Howard Hewett: Stay,https://www.imdb.com/title/tt10878576/?ref_=nm_flmg_dr_81,1986,(Music Video short),David Fincher
Now That's What I Call Music 7,https://www.imdb.com/title/tt1552205/?ref_=nm_flmg_dr_82,1986,"(Video) (video ""We Don't Have To Take Our Clothes Off"")",David Fincher
Stabilizers: One Simple Thing,https://www.imdb.com/title/tt6662962/?ref_=nm_flmg_dr_83,1986,(Music Video short),David Fincher
The Outfield: Everytime You Cry,https://www.imdb.com/title/tt6662926/?ref_=nm_flmg_dr_84,1986,(Music Video short),David Fincher
Jermaine Stewart: We Don't Have to Take Our Clothes Off,https://www.imdb.com/title/tt6662980/?ref_=nm_flmg_dr_85,1986,(Music Video short),David Fincher
The Outfield: All the Love in the World,https://www.imdb.com/title/tt6662914/?ref_=nm_flmg_dr_86,1986,(Music Video short),David Fincher
Christopher Cross: Charm the Snake,https://www.imdb.com/title/tt11575692/?ref_=nm_flmg_dr_87,1985,(Music Video short),David Fincher
Rick Springfield: Dance This World Away,https://www.imdb.com/title/tt6662858/?ref_=nm_flmg_dr_88,1985,(Music Video short),David Fincher
Rick Springfield: State of the Heart,https://www.imdb.com/title/tt11575696/?ref_=nm_flmg_dr_89,1985,(Music Video short),David Fincher
The American Cancer Society: Smoking Fetus,https://www.imdb.com/title/tt7462684/?ref_=nm_flmg_dr_90,1985,(Video short),David Fincher
The Beat of the Live Drum,https://www.imdb.com/title/tt0137376/?ref_=nm_flmg_dr_91,1985,(Video documentary),David Fincher
The Motels: Shock,https://www.imdb.com/title/tt10878106/?ref_=nm_flmg_dr_92,1985,(Music Video short),David Fincher
The Motels: Shame,https://www.imdb.com/title/tt6662866/?ref_=nm_flmg_dr_93,1985,(Music Video short),David Fincher
Rick Springfield: Celebrate Youth,https://www.imdb.com/title/tt6662848/?ref_=nm_flmg_dr_94,1985,(Music Video short),David Fincher
Rick Springfield: Bop 'Til You Drop,https://www.imdb.com/title/tt6662834/?ref_=nm_flmg_dr_95,1984,(Music Video short),David Fincher
Hocus Pocus 3,https://www.imdb.com/title/tt28024423/?ref_=nm_flmg_dr_1,,(announced),Anne Fletcher
Varsity Blues,https://www.imdb.com/title/tt10638514/?ref_=nm_flmg_dr_2,,(TV Series) (1 episode) (announced) - Episode #1.1,Anne Fletcher
Hocus Pocus 2,https://www.imdb.com/title/tt11909878/?ref_=nm_flmg_dr_3,2022,,Anne Fletcher
This Is Us,https://www.imdb.com/title/tt5555260/?ref_=nm_flmg_dr_4,2019-2021,(TV Series) (4 episodes) - A Long Road Home (2021) - Changes (2020) - Unhinged (2019) - Our Little Island Girl (2019),Anne Fletcher
"Love, Victor",https://www.imdb.com/title/tt10166602/?ref_=nm_flmg_dr_5,2020,(TV Series) (1 episode) - Sweet Sixteen (),Anne Fletcher
AJ and the Queen,https://www.imdb.com/title/tt8404094/?ref_=nm_flmg_dr_6,2020,(TV Series) (1 episode) - Jackson (),Anne Fletcher
Heart of Life,https://www.imdb.com/title/tt9777780/?ref_=nm_flmg_dr_7,2019,(TV Movie),Anne Fletcher
Step Up: High Water,https://www.imdb.com/title/tt7369974/?ref_=nm_flmg_dr_8,2019,(TV Series) (1 episode) - Improvisation (),Anne Fletcher
Dumplin',https://www.imdb.com/title/tt4878482/?ref_=nm_flmg_dr_9,2018,(directed by),Anne Fletcher
Hot Pursuit,https://www.imdb.com/title/tt2967224/?ref_=nm_flmg_dr_10,2015,,Anne Fletcher
The Guilt Trip,https://www.imdb.com/title/tt1694020/?ref_=nm_flmg_dr_11,2012,,Anne Fletcher
The 82nd Annual Academy Awards,https://www.imdb.com/title/tt1541775/?ref_=nm_flmg_dr_12,2010,(TV Special) (segment director),Anne Fletcher
The Proposal,https://www.imdb.com/title/tt1041829/?ref_=nm_flmg_dr_13,2009/I,,Anne Fletcher
Celebrity Scandals from Funny or Die,https://www.imdb.com/title/tt7818402/?ref_=nm_flmg_dr_14,2009,(TV Series) (1 episode) - Sandra Bullock & Ryan Reynolds: Behind the Scenes of the Proposal (),Anne Fletcher
27 Dresses,https://www.imdb.com/title/tt0988595/?ref_=nm_flmg_dr_15,2008,,Anne Fletcher
Step Up,https://www.imdb.com/title/tt0462590/?ref_=nm_flmg_dr_16,2006,(directed by),Anne Fletcher
Napoleon,https://www.imdb.com/title/tt15683824/?ref_=nm_flmg_dr_1,,(TV Mini Series) (1 episode) (announced) - Episode #1.1,Cary Joji Fukunaga
Masters of the Air,https://www.imdb.com/title/tt2640044/?ref_=nm_flmg_dr_2,2024,(TV Mini Series) (4 episodes) - Part Four () - Part Three () - Part Two () - Part One (),Cary Joji Fukunaga
No Time to Die,https://www.imdb.com/title/tt2382320/?ref_=nm_flmg_dr_3,2021,(directed by),Cary Joji Fukunaga
No Time to Die: Bridge Attack,https://www.imdb.com/title/tt15577006/?ref_=nm_flmg_dr_4,2020,(Video short),Cary Joji Fukunaga
Land Rover Defender 'No Time to Die' Television Commercial,https://www.imdb.com/title/tt11917048/?ref_=nm_flmg_dr_5,2020,(Video short) (as Cary Fukunaga),Cary Joji Fukunaga
Maniac,https://www.imdb.com/title/tt5580146/?ref_=nm_flmg_dr_6,2018,(TV Mini Series) (10 episodes) - The Lake of the Clouds () - Larger Structural Issues () - Utangatta () - Exactly Like You () - Furs by Sebastian () - Ceci N'est Pas Une Drill () - Having a Day () - Option C () - Windmills () - The Chosen One! (),Cary Joji Fukunaga
Beasts of No Nation,https://www.imdb.com/title/tt1365050/?ref_=nm_flmg_dr_7,2015,,Cary Joji Fukunaga
True Detective,https://www.imdb.com/title/tt2356777/?ref_=nm_flmg_dr_8,2014,(TV Series) (8 episodes) - After You've Gone () - Haunted Houses () - The Secret Fate of All Life () - Form and Void () - Who Goes There () - The Locked Room () - Seeing Things () - The Long Bright Dark (),Cary Joji Fukunaga
Sleepwalking in the Rift,https://www.imdb.com/title/tt2927250/?ref_=nm_flmg_dr_9,2012,(Short) (as Cary Fukunaga),Cary Joji Fukunaga
Jane Eyre,https://www.imdb.com/title/tt1229822/?ref_=nm_flmg_dr_10,2011,,Cary Joji Fukunaga
Chinatown Film Project,https://www.imdb.com/title/tt1512746/?ref_=nm_flmg_dr_11,2009,(as Cary Fukunaga),Cary Joji Fukunaga
Sin Nombre,https://www.imdb.com/title/tt1127715/?ref_=nm_flmg_dr_12,2009,(as Cary Jôji Fukunaga),Cary Joji Fukunaga
Victoria para chino,https://www.imdb.com/title/tt0428017/?ref_=nm_flmg_dr_13,2004,(Short) (as Cary Fukunaga),Cary Joji Fukunaga
Kofi,https://www.imdb.com/title/tt0404181/?ref_=nm_flmg_dr_14,2003,(Short) (as Cary Fukunaga),Cary Joji Fukunaga
Untitle Denzel Washington Project,https://www.imdb.com/title/tt29952227/?ref_=nm_flmg_dr_1,,(pre-production),Antoine Fuqua
Troublemaker: The Story Behind the Mandela Tapes,https://www.imdb.com/title/tt31517264/?ref_=nm_flmg_dr_2,,(Documentary) (filming),Antoine Fuqua
Michael,https://www.imdb.com/title/tt11378946/?ref_=nm_flmg_dr_3,2025,(directed by) (filming),Antoine Fuqua
The Equalizer 3,https://www.imdb.com/title/tt17024450/?ref_=nm_flmg_dr_4,2023,(directed by),Antoine Fuqua
Emancipation,https://www.imdb.com/title/tt12530246/?ref_=nm_flmg_dr_5,2022,,Antoine Fuqua
Legacy: The True Story of the LA Lakers,https://www.imdb.com/title/tt6484074/?ref_=nm_flmg_dr_6,2022,(TV Mini Series documentary) (5 episodes) - Episode #1.5 () - Episode #1.4 () - Episode #1.3 () - Episode #1.2 () - Episode #1.1 (),Antoine Fuqua
The Terminal List,https://www.imdb.com/title/tt11743610/?ref_=nm_flmg_dr_7,2022,(TV Series) (1 episode) - The Engram (),Antoine Fuqua
The Guilty,https://www.imdb.com/title/tt9421570/?ref_=nm_flmg_dr_8,2021,(directed by),Antoine Fuqua
Infinite,https://www.imdb.com/title/tt6654210/?ref_=nm_flmg_dr_9,2021,(directed by),Antoine Fuqua
The Day Sports Stood Still,https://www.imdb.com/title/tt12363832/?ref_=nm_flmg_dr_10,2021,(TV Movie documentary),Antoine Fuqua
What's My Name: Muhammad Ali,https://www.imdb.com/title/tt6328046/?ref_=nm_flmg_dr_11,2019,(Documentary),Antoine Fuqua
American Dream/American Knightmare,https://www.imdb.com/title/tt2071600/?ref_=nm_flmg_dr_12,2018,(TV Movie documentary),Antoine Fuqua
The Equalizer 2,https://www.imdb.com/title/tt3766354/?ref_=nm_flmg_dr_13,2018,(directed by),Antoine Fuqua
The Receipt: The Gift,https://www.imdb.com/title/tt6893186/?ref_=nm_flmg_dr_14,2017,(Short),Antoine Fuqua
Ice,https://www.imdb.com/title/tt4659174/?ref_=nm_flmg_dr_15,2016,(TV Series) (1 episode) - Hyenas (),Antoine Fuqua
The Magnificent Seven,https://www.imdb.com/title/tt2404435/?ref_=nm_flmg_dr_16,2016,,Antoine Fuqua
Exit Strategy,https://www.imdb.com/title/tt1824966/?ref_=nm_flmg_dr_17,2015,(TV Movie),Antoine Fuqua
Southpaw,https://www.imdb.com/title/tt1798684/?ref_=nm_flmg_dr_18,2015,,Antoine Fuqua
The Equalizer,https://www.imdb.com/title/tt0455944/?ref_=nm_flmg_dr_19,2014,,Antoine Fuqua
Olympus Has Fallen,https://www.imdb.com/title/tt2302755/?ref_=nm_flmg_dr_20,2013,(directed by),Antoine Fuqua
Lil Wayne Feat. Bruno Mars: Mirror,https://www.imdb.com/title/tt8277082/?ref_=nm_flmg_dr_21,2012,(Music Video),Antoine Fuqua
Brooklyn's Finest,https://www.imdb.com/title/tt1210042/?ref_=nm_flmg_dr_22,2009,,Antoine Fuqua
3 Doors Down: Citizen Soldier,https://www.imdb.com/title/tt8866306/?ref_=nm_flmg_dr_23,2007,(Music Video),Antoine Fuqua
Shooter,https://www.imdb.com/title/tt0822854/?ref_=nm_flmg_dr_24,2007/I,(directed by),Antoine Fuqua
The Call,https://www.imdb.com/title/tt0814040/?ref_=nm_flmg_dr_25,2006/I,(Short),Antoine Fuqua
Murder Book,https://www.imdb.com/title/tt0847503/?ref_=nm_flmg_dr_26,2005,(TV Movie),Antoine Fuqua
King Arthur,https://www.imdb.com/title/tt0349683/?ref_=nm_flmg_dr_27,2004,,Antoine Fuqua
Lightning in a Bottle,https://www.imdb.com/title/tt0396705/?ref_=nm_flmg_dr_28,2004,(Documentary),Antoine Fuqua
Tears of the Sun,https://www.imdb.com/title/tt0314353/?ref_=nm_flmg_dr_29,2003,,Antoine Fuqua
From Toni with Love: The Video Collection,https://www.imdb.com/title/tt0361639/?ref_=nm_flmg_dr_30,2001,(Video),Antoine Fuqua
Training Day,https://www.imdb.com/title/tt0139654/?ref_=nm_flmg_dr_31,2001,,Antoine Fuqua
Bait,https://www.imdb.com/title/tt0211938/?ref_=nm_flmg_dr_32,2000,,Antoine Fuqua
Pras: Blue Angels,https://www.imdb.com/title/tt8866282/?ref_=nm_flmg_dr_33,1999,(Music Video short),Antoine Fuqua
Usher Live,https://www.imdb.com/title/tt0468950/?ref_=nm_flmg_dr_34,1999,(Video),Antoine Fuqua
Usher: Bedtime - Live Version,https://www.imdb.com/title/tt8866276/?ref_=nm_flmg_dr_35,1998,(Music Video),Antoine Fuqua
The Replacement Killers,https://www.imdb.com/title/tt0120008/?ref_=nm_flmg_dr_36,1998,,Antoine Fuqua
All-4-One: Someday,https://www.imdb.com/title/tt8680916/?ref_=nm_flmg_dr_37,1996,(Music Video),Antoine Fuqua
Seiko Matsuda: Let's Talk About It,https://www.imdb.com/title/tt8866380/?ref_=nm_flmg_dr_38,1996,(Music Video),Antoine Fuqua
Homicide: Get What You Came Fo,https://www.imdb.com/title/tt8866386/?ref_=nm_flmg_dr_39,1995,(Music Video),Antoine Fuqua
Seiko Matsuda: It's Style '95,https://www.imdb.com/title/tt8866372/?ref_=nm_flmg_dr_40,1995,(Music Video),Antoine Fuqua
Seiko Matsuda: Suteki ni Once Again,https://www.imdb.com/title/tt8866368/?ref_=nm_flmg_dr_41,1995,(Music Video),Antoine Fuqua
Various Artists: Freedom - Rap Version,https://www.imdb.com/title/tt8866270/?ref_=nm_flmg_dr_42,1995,(Music Video short),Antoine Fuqua
Coolio feat. L.V.: Gangsta's Paradise,https://www.imdb.com/title/tt6058386/?ref_=nm_flmg_dr_43,1995,(Music Video short),Antoine Fuqua
Stevie Wonder: For Your Love,https://www.imdb.com/title/tt8866256/?ref_=nm_flmg_dr_44,1995,(Music Video),Antoine Fuqua
Various Artists: Freedom,https://www.imdb.com/title/tt8866268/?ref_=nm_flmg_dr_45,1995,(Music Video short),Antoine Fuqua
Arrested Development: United Front,https://www.imdb.com/title/tt8866254/?ref_=nm_flmg_dr_46,1994,(Music Video),Antoine Fuqua
Ladae: Deep Down,https://www.imdb.com/title/tt8866248/?ref_=nm_flmg_dr_47,1994,(Music Video),Antoine Fuqua
Prince: The Most Beautiful Girl in the World,https://www.imdb.com/title/tt6988228/?ref_=nm_flmg_dr_48,1994,(Music Video),Antoine Fuqua
Juliet Roberts: I Want You,https://www.imdb.com/title/tt8866362/?ref_=nm_flmg_dr_49,1994,(Music Video),Antoine Fuqua
Jaki Graham: Ain't Nobody,https://www.imdb.com/title/tt8866226/?ref_=nm_flmg_dr_50,1994,(Music Video short),Antoine Fuqua
Shanice: Somewhere,https://www.imdb.com/title/tt8866228/?ref_=nm_flmg_dr_51,1994,(Music Video),Antoine Fuqua
Zhané: Sending My Love,https://www.imdb.com/title/tt8736542/?ref_=nm_flmg_dr_52,1994,(Music Video),Antoine Fuqua
CeCe Peniston: I'm in the Mood,https://www.imdb.com/title/tt8866244/?ref_=nm_flmg_dr_53,1994,(Music Video),Antoine Fuqua
Caron Wheeler: In Our Love,https://www.imdb.com/title/tt8866350/?ref_=nm_flmg_dr_54,1993,(Music Video),Antoine Fuqua
Chanté Moore: It's Alright,https://www.imdb.com/title/tt8866182/?ref_=nm_flmg_dr_55,1993,(Music Video),Antoine Fuqua
Company: Angel,https://www.imdb.com/title/tt8866356/?ref_=nm_flmg_dr_56,1993,(Music Video),Antoine Fuqua
Jeremy Jordan: Try My Love,https://www.imdb.com/title/tt8732428/?ref_=nm_flmg_dr_57,1993,(Music Video),Antoine Fuqua
Maze Feat. Frankie Beverly: The Morning After,https://www.imdb.com/title/tt8866212/?ref_=nm_flmg_dr_58,1993,(Music Video),Antoine Fuqua
Mint Condition: Nobody Does It Betta,https://www.imdb.com/title/tt8866222/?ref_=nm_flmg_dr_59,1993,(Music Video),Antoine Fuqua
Aaron Hall: Get a Little Freaky with Me,https://www.imdb.com/title/tt8760566/?ref_=nm_flmg_dr_60,1993,(Music Video),Antoine Fuqua
Toni Braxton: Another Sad Love Song (B&W Version),https://www.imdb.com/title/tt8740066/?ref_=nm_flmg_dr_61,1993,(Music Video),Antoine Fuqua
Toni Braxton: Another Sad Love Song (International Version),https://www.imdb.com/title/tt12163964/?ref_=nm_flmg_dr_62,1993,(Music Video),Antoine Fuqua
Chanté Moore: Love's Taken Over,https://www.imdb.com/title/tt8866174/?ref_=nm_flmg_dr_63,1993,(Music Video),Antoine Fuqua
Go West: Still in Love,https://www.imdb.com/title/tt8866360/?ref_=nm_flmg_dr_64,1993,(Music Video),Antoine Fuqua
Shanice: Saving Forever for You,https://www.imdb.com/title/tt8732418/?ref_=nm_flmg_dr_65,1993,(Music Video),Antoine Fuqua
Al B. Sure!: Natalie,https://www.imdb.com/title/tt8866344/?ref_=nm_flmg_dr_66,1992,(Music Video),Antoine Fuqua
Brian McKnight: Goodbye My Love,https://www.imdb.com/title/tt8866316/?ref_=nm_flmg_dr_67,1992,(Music Video),Antoine Fuqua
Brian McKnight: I Can't Go for That,https://www.imdb.com/title/tt8866322/?ref_=nm_flmg_dr_68,1992,(Music Video),Antoine Fuqua
Christopher Williams: All I See,https://www.imdb.com/title/tt8866198/?ref_=nm_flmg_dr_69,1992,(Music Video),Antoine Fuqua
Don-E: Oh My Gosh,https://www.imdb.com/title/tt8866338/?ref_=nm_flmg_dr_70,1992,(Music Video),Antoine Fuqua
Heavy D & The Boyz: Who's the Man?,https://www.imdb.com/title/tt8866334/?ref_=nm_flmg_dr_71,1992,(Music Video),Antoine Fuqua
Inside Out IV,https://www.imdb.com/title/tt0238305/?ref_=nm_flmg_dr_72,1992,(Video),Antoine Fuqua
Calloway: Let's Get Smooth,https://www.imdb.com/title/tt8866346/?ref_=nm_flmg_dr_73,1992,(Music Video),Antoine Fuqua
Hi-Five: I Can't Wait Another Minute,https://www.imdb.com/title/tt11616316/?ref_=nm_flmg_dr_74,1991,(Music Video),Antoine Fuqua
Hi-Five: I Like the Way (The Kissing Game),https://www.imdb.com/title/tt11616306/?ref_=nm_flmg_dr_75,1991,(Music Video),Antoine Fuqua
Father MC Feat. Mary J. Blige: I'll Do 4 U,https://www.imdb.com/title/tt9481652/?ref_=nm_flmg_dr_76,1990,(Music Video),Antoine Fuqua
Hi-Five: I Just Can't Handle It,https://www.imdb.com/title/tt11616298/?ref_=nm_flmg_dr_77,1990,(Music Video),Antoine Fuqua
Mr. Lee: I Like the Girls,https://www.imdb.com/title/tt8866328/?ref_=nm_flmg_dr_78,1990,(Music Video),Antoine Fuqua
Untitled Netflix/Chronicles of Narnia TV Movie,https://www.imdb.com/title/tt9077514/?ref_=nm_flmg_dr_1,,(TV Movie) (pre-production),Greta Gerwig
Barbie,https://www.imdb.com/title/tt1517268/?ref_=nm_flmg_dr_2,2023/I,,Greta Gerwig
Dua Lipa: Dance the Night,https://www.imdb.com/title/tt27860442/?ref_=nm_flmg_dr_3,2023,(Music Video),Greta Gerwig
Little Women,https://www.imdb.com/title/tt3281548/?ref_=nm_flmg_dr_4,2019,,Greta Gerwig
Lady Bird,https://www.imdb.com/title/tt4925292/?ref_=nm_flmg_dr_5,2017,,Greta Gerwig
Nights and Weekends,https://www.imdb.com/title/tt1186248/?ref_=nm_flmg_dr_6,2008,,Greta Gerwig
M.A.S.K.: Mobile Armored Strike Kommand,https://www.imdb.com/title/tt5663454/?ref_=nm_flmg_dr_1,,(announced),F. Gary Gray
Muscle,https://www.imdb.com/title/tt8429660/?ref_=nm_flmg_dr_2,,(pre-production),F. Gary Gray
Lift,https://www.imdb.com/title/tt14371878/?ref_=nm_flmg_dr_3,2024/I,,F. Gary Gray
Pepsi: The Call,https://www.imdb.com/title/tt17489988/?ref_=nm_flmg_dr_4,2022,(Video short),F. Gary Gray
Men in Black: International,https://www.imdb.com/title/tt2283336/?ref_=nm_flmg_dr_5,2019,(directed by),F. Gary Gray
The Fate of the Furious: Extended Fight Scenes,https://www.imdb.com/title/tt29353872/?ref_=nm_flmg_dr_6,2017,(Video short),F. Gary Gray
The Fate of the Furious,https://www.imdb.com/title/tt4630562/?ref_=nm_flmg_dr_7,2017,(directed by),F. Gary Gray
Straight Outta Compton,https://www.imdb.com/title/tt1398426/?ref_=nm_flmg_dr_8,2015,,F. Gary Gray
Rick Ross Feat. Ne-Yo: Super High,https://www.imdb.com/title/tt15113226/?ref_=nm_flmg_dr_9,2010,(Music Video),F. Gary Gray
Law Abiding Citizen,https://www.imdb.com/title/tt1197624/?ref_=nm_flmg_dr_10,2009,(directed by),F. Gary Gray
Enemies,https://www.imdb.com/title/tt0756474/?ref_=nm_flmg_dr_11,2006,(TV Series) (1 episode) - Pilot (),F. Gary Gray
Jay-Z: Show Me What You Got,https://www.imdb.com/title/tt28718833/?ref_=nm_flmg_dr_12,2006,(Music Video),F. Gary Gray
Be Cool,https://www.imdb.com/title/tt0377471/?ref_=nm_flmg_dr_13,2005,,F. Gary Gray
Drag-On feat. Swizz Beatz: Bang Bang Boom,https://www.imdb.com/title/tt28719798/?ref_=nm_flmg_dr_14,2004,(Music Video),F. Gary Gray
Cypress Hill: The Ultimate Video Collection,https://www.imdb.com/title/tt5182198/?ref_=nm_flmg_dr_15,2004,"(Video) (segment ""I Ain't Goin' Out Like That"")",F. Gary Gray
OutKast: The Videos,https://www.imdb.com/title/tt0471289/?ref_=nm_flmg_dr_16,2003,"(Video) (videos ""Southernplayalisticadillacmuzik"", ""Ms. Jackson"")",F. Gary Gray
R. Kelly: The R. in R&B - The Video Collection,https://www.imdb.com/title/tt0472896/?ref_=nm_flmg_dr_17,2003,"(Video) (video ""If I Could Turn Back the Hands of Time"")",F. Gary Gray
The Italian Job,https://www.imdb.com/title/tt0317740/?ref_=nm_flmg_dr_18,2003,,F. Gary Gray
A Man Apart,https://www.imdb.com/title/tt0266465/?ref_=nm_flmg_dr_19,2003,,F. Gary Gray
"Ice Cube: The Videos, Volume 1",https://www.imdb.com/title/tt0478685/?ref_=nm_flmg_dr_20,2003,"(Video) (video ""It Was a Good Day"")",F. Gary Gray
R. Kelly: TP-2.com - The Videos,https://www.imdb.com/title/tt0474893/?ref_=nm_flmg_dr_21,2001,"(Video documentary) (video ""If I Could Turn Back the Hands of Time"")",F. Gary Gray
Babyface: A Collection of Hit Videos,https://www.imdb.com/title/tt0474553/?ref_=nm_flmg_dr_22,2001,"(Video) (video ""How Come, How Long"")",F. Gary Gray
Cypress Hill: Still Smokin',https://www.imdb.com/title/tt0471137/?ref_=nm_flmg_dr_23,2001,"(Video documentary) (videos ""I Ain't Goin' Out Like That"", ""When The Ship Goes Down"")",F. Gary Gray
OutKast: Ms. Jackson,https://www.imdb.com/title/tt6814656/?ref_=nm_flmg_dr_24,2000,(Music Video),F. Gary Gray
"And Ya Don't Stop: Hip Hop's Greatest Videos, Vol. 1",https://www.imdb.com/title/tt0471077/?ref_=nm_flmg_dr_25,2000,"(Video) (video ""It Was a Good Day"")",F. Gary Gray
R. Kelly: If I Could Turn Back the Hands of Time,https://www.imdb.com/title/tt9915498/?ref_=nm_flmg_dr_26,1999,(Music Video),F. Gary Gray
Will Smith: La fiesta,https://www.imdb.com/title/tt8300518/?ref_=nm_flmg_dr_27,1999,(Music Video short),F. Gary Gray
Ryan Caulfield: Year One,https://www.imdb.com/title/tt0205687/?ref_=nm_flmg_dr_28,1999,(TV Series) (1 episode) - Pilot (),F. Gary Gray
The Negotiator,https://www.imdb.com/title/tt0120768/?ref_=nm_flmg_dr_29,1998,,F. Gary Gray
"Babyface: How Come, How Long",https://www.imdb.com/title/tt6814756/?ref_=nm_flmg_dr_30,1997,(Music Video),F. Gary Gray
Whitney Houston: I Believe in You and Me,https://www.imdb.com/title/tt6871156/?ref_=nm_flmg_dr_31,1996,(Music Video),F. Gary Gray
